colorIdentity,convertedManaCost,coloredManaCost,power,toughness,rarity,types,uuid,text,releaseDate
R,3,2,2,3,common,minotaur,62ca630f-d114-5394-9d94-136f643b6e7a,,3/24/1997
R,1,1,1,1,common,goblin,37a37685-4a76-5860-af98-552c84644b37,,3/24/1997
R,1,1,1,1,common,goat,99b20b82-0cf6-5f45-baee-772dac71bd7d,mountainwalk,3/24/1997
R,3,1,2,1,common,cat,ab6ed27e-8bc8-5ebb-b333-27f624a04291,firststrike,3/24/1997
R,3,2,0,8,uncommon,wall,5fba64ae-d3cc-5cc8-b341-ac732223153b,defender,3/24/1997
G,3,2,2,2,common,cat warrior,965d04c8-d5ae-5f25-8a58-7b13dbbb04c0,forestwalk,3/24/1997
G,7,4,6,4,uncommon,giant,02f97c49-df7c-5d75-a300-ec32cb8968d1,trample rampage2,3/24/1997
G,6,2,6,4,common,wurm,d6096cdb-63d6-540e-9a14-955d22d5f87c,,3/24/1997
G,5,1,4,4,common,boar,b9ff1479-3dec-5e7f-8ac1-d34a817420a0,,3/24/1997
G,2,1,2,1,rare,elf archer,0066bb60-6063-5f45-92cc-aa33933d32dc,firststrike,3/24/1997
G,4,1,2,4,common,spider,b4af0d0f-aa1b-523e-8e34-cfb6495a05bb,reach,3/24/1997
G,2,1,2,2,common,bear,7b3ef7fa-30ce-527c-b74e-1d375404e42c,,3/24/1997
G,5,1,3,5,common,treefolk,6a089758-dc05-55f9-8f5b-4c1c83da1155,,3/24/1997
G,8,1,7,6,common,wurm,0d648789-a2c5-5303-bcff-a2e0fba101e1,,3/24/1997
G,1,1,1,1,common,faerie,433501ef-d8f9-5378-af63-6a5cbef13a35,flying,3/24/1997
G,1,1,1,1,common,nymph dryad,078c45d3-46da-52e2-822f-30681e5daa20,forestwalk,3/24/1997
G,4,1,3,3,common,elephant,2c901cd4-4f79-5f60-8941-f9fe61b962e5,trample,3/24/1997
G,4,2,2,4,uncommon,wolverine,15e00628-0d7b-5398-ab90-66f54a4a7d63,rampage2,3/24/1997
X,4,0,1,5,rare,spirit artifact,a2b6a27b-72f4-52c4-9028-a99dc3fa5650,flying,3/24/1997
X,0,0,0,2,uncommon,thopter artifact,fd0f4cf2-2145-53e1-9439-8f0fffd4b3d0,flying,3/24/1997
X,3,0,2,3,common,wall artifact,0e716ba5-29e5-5a1b-9865-e55053348935,defender firststrike,3/24/1997
W,7,2,5,5,rare,angel,34b733ae-d709-5e56-b66c-379ae512d361,flying vigilance,4/21/1999
W,5,1,2,5,uncommon,human soldier,68cd5d1f-0315-5316-b3a7-a1011e8384ba,vigilance,4/21/1999
W,2,1,1,2,common,pegasus,06213ae0-94d5-53d2-8c61-0595fe672229,flying,4/21/1999
W,2,2,2,2,uncommon,human soldier archer,055d0e85-2cd2-52cc-9e58-84d3d12bc004,firststrike reach,4/21/1999
W,3,1,2,3,common,unicorn,c57f48ab-27c9-522b-9be6-09e6418d7239,,4/21/1999
W,3,1,1,4,common,human soldier,8863123d-22b1-55c1-8cd0-28ced7fa9630,vigilance,4/21/1999
W,1,1,1,1,common,wolf,47aea5ba-a0b7-5b5b-8a7f-666899564fce,firststrike,4/21/1999
W,4,1,3,5,uncommon,wall,5c3303dc-8041-50f0-8a9b-e7d8c918ed5d,defender flying,4/21/1999
U,5,2,4,4,uncommon,elemental,be132567-6735-5e7f-933a-7726b770a60a,flying,4/21/1999
U,3,1,0,7,uncommon,wall,fa28ffc8-a7a0-5c00-a518-9b9c5c2691ef,defender,4/21/1999
U,3,1,1,4,common,turtle,c6642786-7753-5fd7-a9e9-64fb0291d10c,,4/21/1999
U,1,1,1,1,common,merfolk,27b5580e-7f65-516c-b4d3-653a6f2e88eb,,4/21/1999
U,5,1,3,3,uncommon,leviathan,16113dbb-db5b-5ca3-ab85-7b83e9593e06,islandwalk,4/21/1999
U,2,1,1,2,common,bird,9a78cca7-dc6a-54c2-8fc6-078691a06732,flying,4/21/1999
U,2,1,1,2,common,merfolk soldier,e9459099-5c21-56a5-b565-2bd9d836642e,,4/21/1999
U,3,2,1,5,uncommon,wall,eb47023a-c079-5c99-918f-a10b9be47dd9,defender flying,4/21/1999
U,3,1,2,2,common,drake,8b37b7de-70e2-5d1b-8fb8-b348f8c94ca9,flying,4/21/1999
U,5,1,3,2,uncommon,elemental spirit,3f5269eb-af58-52ec-8c21-2f26b5eeedd3,flying menace,4/21/1999
B,2,1,1,1,common,imp,a053eb35-d849-5281-bd56-009e4e5c4c42,flying,4/21/1999
B,4,1,3,3,uncommon,wraith,068b9a8c-8a80-5ead-b41f-8c235a1f1a3c,swampwalk,4/21/1999
W,4,1,2,2,common,griffin,7d1e2fc8-9e04-531d-9249-59d7f9977405,flying firststrike,4/21/1999
B,3,1,2,1,common,nightstalker,f8aa6cbc-5079-5e7f-b6f2-0e22d38a1f11,flying,4/21/1999
B,3,2,2,1,common,spirit minion,faa30e91-a2da-5400-9d74-25e2daad70fa,swampwalk,4/21/1999
B,3,2,3,2,common,snake,9d4683b7-ccba-5430-9a11-887929932e29,,4/21/1999
B,3,1,2,1,common,rat,4c267abd-50dd-57c9-9ed1-eca1abfa4c15,fear,4/21/1999
B,3,1,2,2,common,zombie,8370fdce-e2f0-531d-b55a-1bd7774a61e6,,4/21/1999
R,4,1,2,3,common,minotaur,ce5cc7af-7e24-570a-b854-70ebf30bec18,firststrike,4/21/1999
R,3,2,3,2,common,human barbarian,fb11b588-cee4-582d-b4fc-6a134be6ceb1,,4/21/1999
R,5,2,5,4,uncommon,elemental,f1cadd87-7779-5f12-af1c-65a6d47c5ef2,,4/21/1999
R,3,1,2,2,common,goblin,b0db89bb-cf92-53ca-a33f-6ddaf3c413b4,,4/21/1999
R,1,1,1,1,common,goat,0199da87-80b6-5816-954c-e58f75835ee8,mountainwalk,4/21/1999
R,1,1,1,1,common,goblin berserker,ef76a188-6cb4-5500-b0fc-2eadd5cd3975,haste,4/21/1999
R,3,1,2,1,common,cat,61d83a74-5894-5340-977c-0d8b9fed9425,firststrike,4/21/1999
R,4,2,3,3,common,minotaur berserker,5a6b8aba-fd83-58c8-8bfa-b04f0324b5e8,haste,4/21/1999
R,4,1,4,2,common,viashino warrior,07999653-91b7-5c87-9fdc-5164518aa5b8,,4/21/1999
R,6,2,4,4,rare,dragon,85221803-4a54-500c-b651-1c01a3dbe9c0,flying haste,4/21/1999
G,3,2,2,2,common,cat warrior,2b1123d2-6520-5825-a878-e87cf4e95b8a,forestwalk,4/21/1999
G,2,1,2,1,rare,elf archer,9edbea9f-2dbf-5c39-8af3-39c828914591,firststrike,4/21/1999
G,4,1,2,4,common,spider,c32d15c9-b980-556a-9771-2a087142153f,reach,4/21/1999
G,2,1,2,2,common,bear,47388ac5-8a7b-58c5-86ea-88d423c5ad67,,4/21/1999
G,5,1,6,3,common,cat warrior,87422cc4-b774-5bd6-afec-7d0c5e8a9cda,,4/21/1999
G,5,1,3,6,common,treefolk,fc87b990-0811-58ad-b381-0f32528eceeb,,4/21/1999
G,8,1,7,6,common,wurm,8fe9cd75-7611-5c41-a9ad-25663ab328fd,,4/21/1999
G,1,1,1,1,common,nymph dryad,1cd7f4ef-c22f-524a-8021-f462f179d9d6,forestwalk,4/21/1999
G,3,2,3,3,common,elephant,84868018-50b8-5b99-8fa2-3180c256b3a8,,4/21/1999
G,3,2,3,2,uncommon,boar,c9c681b6-ac13-5e1e-ad3d-c83e5c21ad85,swampwalk,4/21/1999
X,4,0,1,5,rare,spirit artifact,df5954ce-8fd1-5896-8c33-d9b210fbf49b,flying,4/21/1999
X,6,0,4,6,uncommon,golem artifact,e221143b-1e7d-5d8d-b94f-bb51eb55393e,,4/21/1999
X,0,0,0,2,uncommon,thopter artifact,ebaf3ee3-65a2-5be7-a83f-9f3385d7b762,flying,4/21/1999
W,5,1,2,5,uncommon,human soldier,1ba5c10c-b45e-5151-96bf-2f3d158c2985,vigilance,4/11/2001
W,1,1,1,1,common,human soldier,5e817a4b-0fcd-546b-8cda-9ed63d4ec0b1,,4/11/2001
W,2,1,2,2,common,human knight,9c6449d5-0a0c-5ee4-a0aa-97c9193bcbec,,4/11/2001
W,2,2,2,2,uncommon,human soldier archer,03266ee0-8dad-50cd-a304-9d2acb3c833c,firststrike reach,4/11/2001
W,4,1,2,2,common,griffin,670fa953-60ac-52f6-8ad5-fe3567e9f3fc,flying firststrike,4/11/2001
W,5,2,4,4,rare,angel,609a05ca-05bf-5feb-a96d-16fe0e2d64a7,flying vigilance,4/11/2001
W,2,1,1,1,common,bird,8e618cc1-e3b7-57fa-b4eb-bee4aa015636,flying vigilance,4/11/2001
W,3,1,1,4,common,human soldier,c2e57261-b07c-553c-a89a-62eea0304dba,vigilance,4/11/2001
W,4,1,3,5,uncommon,wall,792e6e9f-d995-58db-9489-813f72597915,defender flying,4/11/2001
U,5,2,4,4,uncommon,elemental,54190167-d981-5e50-9e56-330ebe9085ce,flying,4/11/2001
U,8,3,7,6,rare,serpent,975bc023-4c8f-54e9-a74d-8de14d08069e,islandwalk,4/11/2001
U,2,1,2,1,common,merfolk,0c93c8bc-d5a8-5789-a63d-4d47b164cf85,,4/11/2001
U,4,2,2,4,uncommon,drake,a960b7d8-b782-56b9-8340-1a9a93af9012,flying,4/11/2001
U,4,1,3,3,common,octopus,b2737892-9493-51ab-a574-e46949afd72c,,4/11/2001
U,3,1,0,7,uncommon,wall,fe988473-7529-5f28-91e0-eb60cf36718f,defender,4/11/2001
U,3,1,1,4,common,turtle,8df154ca-afa9-5b77-82f0-a9774341db44,,4/11/2001
U,6,2,5,6,rare,djinn,0286f862-2c26-58ef-bff9-9c7c5078e80f,flying,4/11/2001
U,1,1,1,1,common,merfolk,dc684645-d2fd-5d4a-92c2-3c6a702150da,,4/11/2001
U,2,1,1,2,common,bird,a24b67a1-0f54-5a99-992f-bd8da74d942e,flying,4/11/2001
U,7,1,6,6,rare,rabbit beast,cfe7c04b-1bc2-56bc-8f93-301f86f074a5,,4/11/2001
U,3,2,1,5,uncommon,wall,710b4e5a-048e-5ac9-898a-590c65094238,defender flying,4/11/2001
U,3,1,2,2,common,drake,b75014aa-920b-53b3-b61f-352bf6aa2f24,flying,4/11/2001
B,2,1,1,1,common,imp,75bd9baa-a7ee-53d7-8d80-cb25585e9b87,flying,4/11/2001
B,4,1,3,3,uncommon,wraith,02a6c5ca-be4d-55d1-a841-cf44e141f608,swampwalk,4/11/2001
B,4,1,4,2,common,insect,ac4c6866-8a4f-51e8-a64e-65eec9d101f7,,4/11/2001
B,1,1,1,1,common,insect,f07490e6-85d2-5abb-8866-84be66b5ae64,swampwalk,4/11/2001
B,3,1,2,1,common,rat,f7795041-1708-5b7a-9979-eebd38f242d8,fear,4/11/2001
B,3,1,2,2,common,zombie,f7f1ae2c-2abb-5387-b2b0-587855c6fdc5,,4/11/2001
B,3,1,2,2,common,zombie,338f7cd3-0bf3-535b-8728-12f15f3279ce,,4/11/2001
R,3,2,3,2,common,human barbarian,43e74954-68ea-5001-a2ed-be6e49cebdc5,,4/11/2001
R,5,2,5,4,uncommon,elemental,9b6af124-6897-52d6-b1d6-5bc8617f1990,,4/11/2001
R,3,1,2,2,common,goblin warrior,b0598837-3dfe-52e7-8fc3-c34da20ee86a,haste,4/11/2001
R,3,1,2,2,common,goblin warrior,ffe8d2b0-4994-5990-bd9b-183e21abc670,mountainwalk,4/11/2001
R,4,1,3,3,common,giant,59d2de9c-e401-5463-97a7-736caf4064da,,4/11/2001
R,4,1,4,1,common,elemental,d350a5a2-9ef5-52cb-be38-ca841c118c6f,haste,4/11/2001
R,1,1,1,1,common,goblin berserker,5359482c-87c5-5f9f-98d4-abcd7ae87999,haste,4/11/2001
R,3,1,2,1,common,cat,f538335b-b3b5-5669-871f-e7aec35c7c47,firststrike,4/11/2001
R,7,1,6,6,rare,orgg,014b8875-c4c9-54a0-bb1d-4f795816108e,,4/11/2001
G,4,1,3,3,uncommon,snake,7a1e162d-f39c-53c1-8ce1-1a72329e7a04,swampwalk,4/11/2001
G,4,1,3,3,uncommon,hippo,70ea977b-bdb2-527a-88b2-7064bce56320,islandwalk,4/11/2001
G,2,1,1,3,common,spider,c00dbb2c-fa7b-50b0-bd78-b71f39f7e448,reach,4/11/2001
G,2,1,2,1,rare,elf archer,add53430-3029-5762-be8b-7604f9ada4c0,firststrike,4/11/2001
G,4,1,2,4,common,spider,e7b009e2-871a-5d15-be8f-75d0df78b969,reach,4/11/2001
G,2,1,2,2,common,bear,8d4a7ebe-9953-59b0-93d2-b50e060bac1e,,4/11/2001
G,5,1,3,6,common,treefolk,8d390207-46f9-5e85-bdc7-a47672bde77a,,4/11/2001
G,1,1,1,1,common,nymph dryad,83171929-75d0-57b7-9228-e5290bbd8b16,forestwalk,4/11/2001
G,5,1,5,4,common,wurm,66d67d15-756e-531c-a89c-5e48dc2a98bd,,4/11/2001
G,3,2,3,3,common,elephant,12ef7168-4a20-51be-bcba-a7953b26ad38,,4/11/2001
X,6,0,5,4,uncommon,golem artifact,eea7d506-8008-5fa0-8740-b4c583d4b7d2,,4/11/2001
X,3,0,2,3,uncommon,wall artifact,9bf14608-569f-5771-8548-00d1d5bd9b78,defender firststrike,4/11/2001
W,5,1,2,5,uncommon,human soldier,132deedd-dbd9-5fee-9d64-bbbb3ef4ab0e,vigilance,7/28/2003
W,2,1,2,2,common,human soldier,ae5cc46e-cf69-5730-884d-8a188df6b477,,7/28/2003
W,4,1,2,2,common,griffin,fef08ac1-58a9-5900-b45a-4e440a08ae60,flying firststrike,7/28/2003
W,1,1,2,1,rare,cat,3dc3faf8-efd4-54b9-b07c-1546dbb4085a,,7/28/2003
W,5,2,4,4,rare,angel,7b066400-b3e1-527f-a7b1-820c90312a3a,flying vigilance,7/28/2003
W,3,1,1,4,common,human soldier,13860fdb-5e65-505b-bdf6-94e5bed5d836,vigilance,7/28/2003
W,1,1,1,1,common,bird,4592ffa0-23f7-5daf-a584-9bff5bfbe96c,flying,7/28/2003
W,1,1,1,1,common,wolf,376d2e38-7676-5584-9b82-7b0ee7c59a56,firststrike,7/28/2003
W,4,1,3,5,uncommon,wall,b41da309-1dc9-5f23-af0a-8d1c5168f7ab,defender flying,7/28/2003
U,5,2,4,4,uncommon,elemental,15740177-1546-5f18-96c0-bfe2ba39b202,flying,7/28/2003
U,4,2,2,4,uncommon,drake,7b8ec349-39b3-5d3c-9ab3-83052e963c5f,flying,7/28/2003
U,1,1,1,1,common,human wizard,85a348fd-a040-5e81-824b-756175d1420f,,7/28/2003
U,3,1,1,4,common,turtle,be0eac1e-58b0-5017-b443-e8039951fb86,,7/28/2003
U,6,2,5,6,rare,djinn,26069317-18be-58d0-a417-f058397f533e,flying,7/28/2003
B,2,1,1,1,common,imp,4b119450-4a23-5606-abfa-52bb648fd1d3,flying,7/28/2003
B,4,1,3,3,uncommon,wraith,82160e1e-d1d9-52ca-8232-91738e2dd07e,swampwalk,7/28/2003
U,2,1,2,1,common,fish,c9e1d63d-2497-5748-b743-235cc6885e66,,7/28/2003
W,3,2,2,2,common,griffin,6e187702-8381-5a7d-88c0-225ab85e5661,flying vigilance,7/28/2003
U,2,1,1,2,common,bird,b535d9c2-add9-59ef-88a4-882826fd4ab1,flying,7/28/2003
U,3,2,1,5,uncommon,wall,b3412502-a38e-52e9-a299-69a84c0151f4,defender flying,7/28/2003
U,3,1,2,2,common,drake,2ff04b54-9a62-5fac-a881-a780739b00ea,flying,7/28/2003
B,3,1,2,1,common,imp,bce3457c-5349-5cca-8644-11393af17c5d,flying,7/28/2003
B,4,1,4,2,common,insect,0d73fa6f-f730-551d-a15a-09b4b1857f5d,,7/28/2003
B,5,1,3,3,uncommon,zombie,9e629aaf-aa6c-5f2b-b6e9-99a80d8832c9,fear,7/28/2003
B,1,1,1,1,common,insect,c5a3d86b-d03b-50e3-b2ff-f4cbf0a70631,swampwalk,7/28/2003
B,3,1,2,2,common,zombie,bd75aa7f-b4f8-5b17-8c60-2b38fa957aec,,7/28/2003
B,3,1,2,2,common,zombie,38df05a8-8d15-562a-9550-662e91a176f2,,7/28/2003
B,3,2,2,2,common,zombie,a8adaf87-51d6-5e41-a7cc-2fb3fe137e1d,fear,7/28/2003
R,3,2,3,2,common,human barbarian,74ef6c88-8717-53e5-b805-bcc6847283d3,,7/28/2003
R,2,1,2,1,common,cat,d52849d8-4547-539b-9ebc-980041e9c3c7,mountainwalk,7/28/2003
R,3,1,2,2,common,goblin warrior,4787f38b-2c3f-57df-8631-954dc96817bf,haste,7/28/2003
R,4,1,3,3,common,giant,3e92291b-1713-5743-a6b8-5ace45fde148,,7/28/2003
R,4,1,4,1,common,elemental,3e9178f1-a2a7-5a83-8d96-67d950d0773d,haste,7/28/2003
R,1,1,1,1,common,goblin berserker,ca14cead-4e84-56ba-9107-dfe2e5cb55b9,haste,7/28/2003
R,3,1,2,1,common,cat,0acff7d5-929e-53ae-b62c-929879110b4e,firststrike,7/28/2003
R,3,2,0,8,uncommon,wall,6a98dcae-27d4-5593-adff-db94e42770ff,defender,7/28/2003
G,2,1,1,3,common,spider,3c5e3197-98e3-50e1-b6a3-fc9ca413b2f1,reach,7/28/2003
G,6,2,6,4,common,wurm,4ac37fee-e7c1-595e-8983-37b5eb259215,,7/28/2003
G,4,1,2,4,common,spider,24ce63a5-835b-5fb6-a252-74f679043557,reach,7/28/2003
G,2,1,2,2,common,bear,51398c1f-a508-5a5e-9ab7-8ab9e5b4df93,,7/28/2003
G,5,2,3,6,common,elemental,dbf43e5e-8755-5fe1-b384-e2af4edac503,,7/28/2003
G,1,1,1,2,common,elf scout,dd7882dc-71a0-518f-82b2-0ff666d25728,,7/28/2003
G,2,1,2,1,common,dryad,b55647e7-4cb1-5a85-a1f7-d5d3206d71e5,forestwalk,7/28/2003
G,5,1,5,4,common,wurm,86c3622d-a0bc-5dcc-a565-e45a5f0233c5,,7/28/2003
G,3,2,3,3,common,elephant,a1bb5f59-7e5c-55a0-b27f-00709db3e592,,7/28/2003
X,6,0,5,4,uncommon,golem artifact,3f7efea1-62ca-568c-b233-64eeab74a1e8,,7/28/2003
X,3,0,2,3,uncommon,wall artifact,0245e766-b437-5a7f-b8c0-6f814265393f,defender firststrike,7/28/2003
W,1,1,1,1,common,human soldier,105922a5-5ba9-5402-9675-671634af61e4,,7/28/2003
U,4,1,3,3,common,octopus,93c34bc0-24c1-54f9-be71-b30d54344615,,7/28/2003
U,2,1,1,1,common,bird,4c85b5b0-8685-5a50-a606-abb7c01e7928,flying,7/28/2003
U,7,1,6,6,rare,rabbit beast,59eae26c-f332-5a61-922c-34ed399b85a7,,7/28/2003
G,7,1,7,7,uncommon,beast,ed2e1705-1d1e-56dc-9600-ec7858b24606,,7/28/2003
G,5,2,5,5,uncommon,ape,97d4fcb6-6949-5a03-ad0e-fbafe59e4257,,7/28/2003
W,4,1,2,4,common,human soldier,00f1c7dc-96b4-52c0-bc64-66b621c69330,,7/29/2005
W,2,1,2,2,common,human soldier,c451546c-92d8-5f26-90d1-5c0f8bf1c791,,7/29/2005
W,4,1,1,7,uncommon,spirit,18ee8a9d-387e-574e-a17d-e70c25f6c462,,7/29/2005
W,2,2,2,2,uncommon,cat knight,cb9865b4-f7eb-5549-8adf-c7cb247ae0e4,flying,7/29/2005
W,3,1,2,1,common,pegasus,c134fe6c-eac8-59d3-918a-5a97e0d28ee4,flying firststrike,7/29/2005
W,1,1,2,1,rare,cat,369232f4-85b1-5991-ae78-34d78e4d9b22,,7/29/2005
W,5,2,4,4,rare,angel,165a1bf7-e9fc-50ce-ad1a-3f971c3cad7e,flying vigilance,7/29/2005
W,3,1,1,3,common,cat knight,4f30adcf-bcd7-58ed-b032-e06487f60381,flying vigilance,7/29/2005
W,1,1,1,1,common,bird,4d7a623e-7260-5d6d-afe9-de2c9aa02594,flying,7/29/2005
W,2,2,2,2,common,human knight,6a1e26b9-3121-5dba-a5d5-02126542bab9,vigilance,7/29/2005
U,5,2,4,4,uncommon,elemental,7c1485bb-d341-5e11-9bdf-ac7b0d611b6f,flying,7/29/2005
U,4,1,2,4,uncommon,drake,e7b7d804-2b02-51b6-be91-5129a24094ca,flying,7/29/2005
U,1,1,1,1,common,human wizard,7c3ea479-e463-58e7-b1b0-b217c77dae79,,7/29/2005
U,3,1,1,4,common,turtle,d6b194ec-c7bc-5416-89b9-2ce1656633d8,,7/29/2005
U,2,1,1,3,common,human wizard,c28ed36f-837b-5e9d-8f83-7868b85aef57,,7/29/2005
U,6,2,5,6,rare,djinn,25c08211-9ca6-50c4-8544-1cd36066523e,flying,7/29/2005
U,2,1,1,2,common,bird,76d51d19-83e7-5cbd-a413-9df695875ca6,flying,7/29/2005
U,3,1,2,2,common,drake,3d59cfab-ef7e-5de7-afec-462315c6ca3c,flying,7/29/2005
B,2,1,1,1,common,imp,64e354f1-7d72-5aac-9ccb-13fc910b1876,flying,7/29/2005
B,4,1,3,3,uncommon,wraith,0459ca87-c43b-56b5-a717-874e71792586,swampwalk,7/29/2005
B,4,1,4,2,common,insect,ea77bab2-8a76-556a-9c31-9630346f567c,,7/29/2005
B,5,1,3,3,uncommon,zombie,dbf8450a-7757-5378-9a40-6314f2995baa,fear,7/29/2005
B,1,1,1,1,common,insect,d207d4a6-1ec9-5477-aac5-645547f98cee,swampwalk,7/29/2005
B,3,1,2,1,common,rat,4d8b2a65-85c9-5e62-a13c-2fa804e32354,fear,7/29/2005
B,3,1,2,2,common,zombie,66074bdb-7728-5f6f-a711-077e392e0e89,,7/29/2005
R,3,2,3,2,common,human barbarian,3e2ba5ef-5b7d-56b1-86e4-7d47b45a0f76,,7/29/2005
R,3,1,2,2,common,goblin warrior,f93f3f97-e22a-5773-a97c-4c275c78f584,haste,7/29/2005
R,1,1,1,1,common,goblin scout,9295299f-9e19-5ceb-b317-b2dc9549d8db,mountainwalk,7/29/2005
R,2,1,2,1,common,goblin warrior,2d567dd4-ebc8-5144-9b72-56a0201ec640,,7/29/2005
R,3,1,1,2,common,goblin warrior,61dbf371-7301-5ae3-ba4c-d5eb04800c67,flying,7/29/2005
R,4,1,3,3,common,giant,6de78db1-9bfc-53ef-a436-136717234fdf,,7/29/2005
R,4,1,4,1,common,elemental,ccb4c345-857d-5c66-9a4c-892f12156854,haste,7/29/2005
R,1,1,1,1,common,goblin berserker,05059f94-2937-5854-a284-850de639f801,haste,7/29/2005
G,4,1,3,3,uncommon,snake,81b9417a-132b-597c-8f55-d5bb548bf944,swampwalk,7/29/2005
G,6,2,6,4,common,wurm,08f83f39-b386-5912-80e5-8226f3178c7d,,7/29/2005
G,2,2,2,3,common,elf warrior,f82559db-bc3b-5bf8-ac14-788da23af3a7,,7/29/2005
G,4,1,2,4,common,spider,40f8264e-48a0-504f-a486-013675c3ec00,reach,7/29/2005
G,2,1,2,2,common,bear,e596893f-2345-595e-ac96-edeab4fa783a,,7/29/2005
G,4,1,3,2,uncommon,cat,b9f4cc39-5090-5621-a0cf-0c518cd7fdbc,flash,7/29/2005
G,1,1,1,2,common,elf scout,813f2f9a-243e-5916-88e6-d3cb965c5277,,7/29/2005
G,4,1,4,3,common,human monk,f6a0ca24-673a-5f79-a522-a8654a333906,,7/29/2005
G,4,1,3,3,uncommon,bear,d111ddbb-9e7b-5575-9c70-ef5f3e2b2f3a,islandwalk,7/29/2005
G,7,2,6,6,uncommon,wurm,eae066d5-ee3b-5edd-868e-93b6d16ccb17,trample,7/29/2005
G,8,1,7,6,common,wurm,7c371e2a-bfc7-51d3-9a4a-3d11ab5bd85d,,7/29/2005
G,3,2,3,3,common,elephant,f8a3008d-3d96-5e92-a911-ccc5e47f7775,,7/29/2005
G,1,1,1,1,common,monkey,865221ae-ed86-5706-a9c1-0c683baafd8d,reach,7/29/2005
G,2,1,2,1,common,monkey,ad06929e-df63-56b2-8c17-ab2e83671685,forestwalk,7/29/2005
X,4,0,1,5,uncommon,spirit artifact,7e4f8429-18ee-51bd-9195-84ef96ea1112,flying,7/29/2005
X,0,0,0,2,uncommon,thopter artifact,f5be770b-6010-5c05-b1c6-98b9c59ef797,flying,7/29/2005
X,6,0,5,4,uncommon,golem artifact,f8e1d486-e796-5b9e-91a8-b5977cc90c5f,,7/29/2005
W,1,1,1,1,common,human soldier,10afa9c9-8d12-55c9-a4d1-bd9a5d6eaf46,,7/29/2005
G,5,1,5,4,common,wurm,fe3440de-6184-5464-af4c-63f5d462b1c3,,7/29/2005
U,2,1,2,1,common,fish,905acf47-97d7-5da3-b5d8-9860cbf34a72,,7/29/2005
U,4,1,3,3,common,octopus,7836bea3-5344-5352-8a2f-2a62f90e652c,,7/29/2005
U,7,1,6,6,rare,rabbit beast,b5c3bbd2-b0dc-5169-a503-e65a686b2611,,7/29/2005
G,7,1,7,7,uncommon,beast,9cc993d4-352b-5fa3-9e10-e4244f8621f7,,7/29/2005
W,2,1,1,1,common,human soldier,c1ade745-3912-5508-9d7c-48b6b0002735,doublestrike,3/16/2018
W,3,2,3,1,common,spirit,28d7ac1a-8652-5365-8899-4f392b48b304,flying,3/16/2018
W,1,1,2,1,common,cat,81a64794-b8a1-59ff-b53a-fe39329908c8,,3/16/2018
G,6,2,6,6,common,dinosaur,30fe9cf6-a816-568d-96b5-dd83df74b67e,trample,3/16/2018
G;W,2,2,3,3,uncommon,wolf,9c69ff74-cf17-51d7-99c2-5217808578c7,,3/16/2018
B,3,1,2,3,common,aetherborn rogue,24d3dea3-444a-5bbe-bc8d-733fd1d4a9c5,menace,1/20/2017
W,3,1,3,2,common,dwarf soldier,deacc32c-f796-517f-8167-a70237e8f4cb,,1/20/2017
W,3,1,2,2,common,bird,4026b5c8-38dd-51b3-9179-279ebb71f485,flying,1/20/2017
U,6,1,4,4,common,vedalken artificer,aa4a672f-942b-5811-9c0b-c42994ddc15b,improvise hexproof,1/20/2017
U,6,2,4,3,uncommon,human artificer,f8fd0d59-a4d4-51ce-8ea2-fd31b651052a,improvise flying,1/20/2017
B,3,1,2,3,common,aetherborn rogue,62cdb518-f3d5-55a6-a6c3-83c2aca18af5,menace,1/20/2017
B,2,2,2,3,uncommon,aetherborn vampire,79a81861-cc00-592a-add7-31182cf30c58,deathtouch lifelink,1/20/2017
R,6,1,4,4,uncommon,giant,e705af06-5dab-5723-bd90-edcde8dd667b,improvise trample haste,1/20/2017
R,5,1,5,4,common,lizard,810b4255-4470-5336-99f0-a5e053837d90,,1/20/2017
R,4,1,3,3,common,human artificer,281c3006-75de-5c4f-951e-eff99e9a8eeb,improvise menace,1/20/2017
X,5,0,3,3,common,assembly-worker artifact,c98d181e-1d46-5888-9f56-a4a7e70112f7,improvise,1/20/2017
X,0,0,0,2,uncommon,thopter artifact,c2bb7b92-204e-5d41-8989-c34679ac0be7,flying,1/20/2017
X,5,0,6,2,common,construct artifact,57b1eb85-9a64-5d8d-93d8-eb85a910b24f,,1/20/2017
W,7,2,4,4,uncommon,angel,a11eed8e-90f4-5b1e-bdf1-94260eaa9772,flying indestructible,4/28/2017
W,3,1,2,4,common,zombie,dec041c3-42ab-5f10-9847-a74642b6cdcb,,4/28/2017
U,3,2,1,5,common,crab,da3bf502-5014-5f7d-9000-eea73db91fa6,,4/28/2017
B,3,1,3,2,common,zombie minotaur,b22d3025-1aa5-57ce-8d61-216a35d8927c,menace,4/28/2017
B,2,1,1,4,common,insect,62f9d4d5-7005-5a29-a87c-26419acd2ef2,,4/28/2017
R,4,2,3,4,common,hyena,5a9e9993-1216-55cf-9c6d-ac6412009469,,4/28/2017
R,2,1,1,3,common,jackal warrior,3d676361-6155-593a-9e21-b418d31974a5,prowess,4/28/2017
G,5,1,5,5,common,insect,d52be47f-a398-50e1-8d9d-14886b07d334,,4/28/2017
G,4,1,2,4,common,spider,29e77fda-9720-5332-886d-0465286fed98,reach,4/28/2017
